Genes
asxl2
hmgcs1
slc31a1
bptf
rps6ka1
slc16a10
lrrtm2
riox2
clic4
plekha5
timm22
pmm1
hras
lsp1
c1galt1
hspbp1
kdelr1
shc1
ehf
ugt2a3
il17rc
brs3
iqca1
fyb1
tspan31
irgc
lcmt1
tm9sf2
mon1b
tbccd1
mapkbp1
polr2c
pde6c
rps9
hmgcl
selplg
rnf11
spsb1
doc2a
csrp2
cpeb1
tspan32
capn9
ppp3ca
eef1d
idh2
plekhg3
uckl1
nsun6
icam5
srrm2
plekhg6
padi4
tns4
sugp1
syngr1
prkce
mindy1
znf589
arl2bp
atg5
tcl1a
lhx5
zscan12
lcp2
galc
anks1b
dus1l
nrdc
gypc
dst
eif1
znf764
tnk2
gpd1l
rapgefl1
snapc1
cacybp
dusp5
bmp8b
sall1
rnf19b
atxn2
dpyd
ppp1r13b
gpr37
smpd3
cdh8
coro1a
gjb4
col11a1
ntan1
mtmr12
prep
npffr1
mfhas1
setbp1
lancl2
ptk2b
slc3a2
grb2
znf143
dazap1
akr1c1
h4c7
galr3
slc6a9
gmppa
cyp2b6
usp9y
entpd2
n6amt1
kcnmb3
calca
ttc1
krt7
trip6
rtca
magec2
cenpm
lag3
magea12
ctsc
pik3r3
cetn1
bak1
kdm1a
ush1c
scaf11
limk1
ifih1
il20ra
tor1aip1
nhp2
il6st
purg
vegfb
mapk7
dhx9
ccni
cryab
znf236
ift74
elavl1
trhr
galnt3
gemin8
cyp2f1
dctd
usp49
tle2
ubr2
lmbr1l
ager
nusap1
stx18
lrrc8d
ctdnep1
hcfc1r1
morc1
tff1
amotl2
cyp27b1
thap11
rragb
tas2r9
rufy1
itga6
armc8
pde4dip
tmprss15
impg2
nol3
krit1
lancl1
map3k13
pex14
tulp3
smpx
tnfsf14
spg11
nagpa
gba3
krt23
dpf3
igfbp4
micall2
plxdc1
anxa11
tdrd7
syngr4
mettl3
trim8
col5a1
npat
dnm3
steap1
znf471
tnpo3
hemk1
smpd2
c1qa
chn2
mcc
pcbp3
lmtk2
prkcsh
pde3a
cep164
fastkd1
dhrs9
cd226
zmym3
p3h4
rasgrp2
tln2
kcnn3
bcs1l
cd59
kcnj15
atxn7l1
rbm12b
tac1
tjap1
taf1b
ier5
h2bc13
gclm
mtx2
obscn
gmpr
abcc2
tcl1b
atp6ap1
kiaa0232
p2rx5
nsd2
hla_dra
hoxb8
ddost
adap1
ctsv
ptprk
ifitm1
ric8b
gpr135
klhl25
ddx49
eif4b
cldn15
efs
mt1e
hpse2
trim5
h2bc11
tubgcp3
hebp1
psma7
dock6
inhba
irak1
krt76
slc22a17
bcr
ebi3
gpatch8
slc38a1
hbe1
tpi1
ptcd2
pcgf1
trim32
nemp1
itih2
emc8
mettl9
ppp1r12b
togaram1
pkp3
rbm4b
far2
sesn1
ifitm2
b4galt7
gan
ggcx
slc3a1
tgfb3
mrm2
kcne2
slc6a6
tbxa2r
specc1l
rab21
lpar3
fstl3
csnk1e
fbxl18
pogk
usp46
gpr132
actr2
abhd8
cog2
tmem156
tspyl5
eif4e
pi4ka
rnf216
nr4a1
adamtsl2
sh2d2a
cbx3
pcbp2
slc44a4
l1cam
gnai3
adamts12
apobec3g
cyp2a13
tnpo1
trim17
camsap2
esr1
cyp11b1
rab11fip4
gria1
rgs3
acta2
snai1
cux1
atad5
rbm5
krt6b
epas1
acsf2
gdpd3
chrna2
ubtd1
grm7
lif
ralgapb
ap1b1
thra
eri2
kcng1
golgb1
nudt11
blm
klf15
tti1
setx
cep170b
avl9
rab40a
rorc
nampt
aurka
cst7
itgax
slc9a8
hs3st1
sptbn2
cops6
plekha4
rad52
gtf3c3
znf14
prss16
aaas
il18
irs2
nans
clptm1
gfra4
tnik
tas2r16
pex5
cldn8
larp1
ube2k
kdm5b
znf580
crtc1
fgf23
nfkbib
ccl17
pus1
cmas
cacna1d
polm
emd
il2rb
robo3
ufd1
ddx51
ddx60
ntsr2
smarcd1
gins2
zwilch
rraga
foxc1
arfgef2
parp6
cd81
rai14
dll3
stath
ddx54
topors
mus81
cd209
traf5
klk15
edn1
zscan18
pten
nlgn4x
gnb3
fabp3
siva1
tgfb1i1
msh6
tlk2
id2
tnfsf10
camk2a
picalm
adamts2
lilra2
scgb1d1
srp54
nme3
parp2
aadac
mrps18b
lpxn
smpdl3b
tex12
rab11fip5
pold1
oas1
ca12
get1
traf3ip1
hfe
atp6v1g2
nubp2
cdkn3
crat
sdcbp
xylt1
pgbd5
myot
fbln2
spam1
fam160b2
rbm6
meis1
clock
adora3
shmt2
cybb
znf532
fcer2
brwd1
gse1
anapc5
grm8
dazap2
qsox1
echdc2
mecp2
rtp4
tspan6
mfsd1
pcdhb12
vps52
hhipl2
grm4
rnf122
fam53b
pth1r
pcdhb13
cdhr5
elovl6
slc28a1
trak2
pla2g2d
pdpn
defb126
ascc3
tnip2
mc5r
tmprss11d
serinc5
surf2
sstr2
ift57
tex264
wars1
marcks
smad2
alkbh1
ppm1g
dennd5a
chmp5
cflar
hectd3
dazl
smox
luc7l
cald1
scara3
kcnj16
adipor1
znf254
brinp3
garnl3
rapsn
amigo2
hspa1l
sgsh
kansl3
cysltr1
trappc12
tyk2
acacb
crnn
fastk
cfh
tbc1d29p
klhl18
aoc2
glra3
siah2
sqle
ceacam4
vps41
mn1
hmgn3
slc38a3
magel2
hps6
rhbdl1
egr4
klhl28
pde1b
tmem143
hspbap1
gcc1
ccdc47
mmp1
ccr3
st3gal5
glb1l
calcrl
jrkl
nol11
pole3
lman2
hoxa7
cdc42se1
atp6v1a
hdgf
mthfsd
cnbp
lrig2
wbp4
kit
cenpi
ift52
nfil3
polr1f
ap1g2
trip4
snx3
dpep3
sgca
spc25
nqo2
psors1c1
tesk1
nae1
nemf
ndufb8
ipo4
nol10
anp32c
acap2
serpina4
znf324
or1f1
rab27a
entpd5
tob1
znf329
tiprl
ctsl
herpud1
psmb4
glo1
rpl37
rps6ka5
limk2
nono
abcc5
tsn
rgs10
upb1
tmem255a
skiv2l
gulp1
tgm3
zbed2
afdn
tuba1c
slc2a1
ube2d1
magea10
akap5
tut7
xrcc2
ppef2
aicda
fhl2
stmn2
bmpr1b
akr1d1
flot2
sec61a2
dip2c
gtf2a1
psme1
ankrd10
exoc3
prkg1
fzd5
mitf
thyn1
map4k1
rfk
rtn4
sec61b
sytl2
arhgef5
pak5
siglec15
stambp
tmem106c
map3k6
gmnn
rwdd3
snu13
or2c1
slc25a44
il18r1
gcnt3
kcnk7
atp1b1
alpi
arpc3
large1
hira
lhx6
cyb561d2
fkbp1a
cd80
mc4r
lrp8
pglyrp4
rpp25
pgap1
rpap3
casp1
ceacam6
top3a
eipr1
lrp6
dsn1
slc26a2
rsad2
or7a17
pbxip1
nfrkb
kiaa0319l
nxpe3
cbfb
znf74
dntt
rasl10a
elp3
ehd3
chga
diaph1
sema3g
tgfbr3
iqgap1
ifit2
fem1c
thy1
pikfyve
nlrx1
dus4l
hand2
slc38a6
sirt4
fut7
gjb5
tpd52l2
ifi27
porcn
nova1
cpq
npas3
plcg1
efemp2
n4bp2l1
malt1
znf614
cnot3
hhla2
cbfa2t2
chrna5
apof
cdkl2
arhgef15
plag1
gstm5
wdfy3
pappa2
znrf4
lasp1
gbp1
tubg2
prr7
aifm1
ube2l6
dvl2
itga5
sart3
grb7
fras1
gh2
rabgap1l
rcvrn
selenop
card10
gatad2a
dynlt1
eif5a2
gucy1a1
slc30a10
igf2bp2
jade2
btnl8
hells
tnfaip6
cd3e
klhdc3
kifap3
znf639
klf5
gadd45a
kif18a
myof
mboat2
tlr7
spink5
azgp1
fscn1
grik5
brd9
gbe1
cox6a2
frs3
cebpa
angptl3
icam2
agps
wbp2
gatm
gtpbp4
pltp
serpini1
prrx1
gak
rpl36
efhd2
fpr2
noct
rab40c
pla2g3
stx11
npdc1
acox1
plpp2
gemin7
ift88
lep
smarcc1
ntn1
atn1
arhgap4
mpped2
tmem40
magohb
gadd45b
col4a5
rhbdf1
itpkb
pot1
gbp2
b4galt2
sub1
brd2
dbn1
prox1
znf510
papss1
sgce
tas2r7
hspa2
fmo4
yars1
cd96
ankra2
stx7
gpr35
dsg1
cblb
tor1a
chic2
fxyd5
ctsw
rpl14
acot11
dnajb9
or3a3
piezo1
dbt
mllt3
a2m
rxrb
clpx
lmo3
fgf22
gtf2h1
atf3
robo1
mef2d
atp7b
cic
foxb1
ripk2
rab23
triobp
pfdn4
ube4a
gcnt1
aldh5a1
il11ra
arfip1
gdf3
senp5
crtap
mrpl39
cyfip2
hmox2
znf12
lrch3
cyp4f3
zdhhc7
myef2
oas2
nasp
papss2
mefv
pkdrej
gml
tcf7l2
exosc10
cxxc1
cdkl5
rnf130
dph2
rbmxl2
zeb2
calr
lalba
slc15a1
fdps
vps72
rcan2
haus2
pid1
il17rb
acbd4
aire
slc25a16
mthfd2
adap2
ppp6r1
coasy
oxt
zfpm2
ids
chmp1b
mtus2
tipin
pnlip
agtpbp1
qrich1
slc5a12
cnmd
tada2a
dnah2
urm1
cab39l
eef1aknmt
unc13b
elavl4
dnaja3
capn11
hnrnpdl
ncaph
nrxn2
rbm10
sema3f
atp8a2
ccnb1ip1
vsig4
gtf3c5
sccpdh
nox5
cxcr6
adgrg2
glt8d1
mllt10
myl6
galnt11
slc25a32
kcnj6
galnt2
acaa1
anxa10
wnt8b
tacr1
bnc2
rps6kb2
kcnk13
spg21
lipe
rarres1
pde4b
xrcc5
mospd2
slc2a2
gad2
nebl
cdc25b
szt2
col9a3
st6galnac4
dnai1
tpm3
asb9
dpf2
atp1a3
rora
pla2g2e
ufl1
mrpl48
asic2
plaat3
znf573
atoh1
h6pd
cilp
nubpl
sostdc1
ern2
gins4
rplp0
capza2
vps53
igll1
ccdc9
vav2
hoxc5
psma5
gch1
s1pr5
hdac1
fam110d
igbp1
pigt
atp5mc3
plk4
rgs1
egfl7
slc26a4
omd
cyp27a1
hsd17b14
tmod1
gnas
krt9
ciao1
klrg1
tef
luzp1
gas8
suv39h1
azu1
ctnna1
dennd1c
hic2
caprin1
krt2
klhl24
yipf2
carf
maz
supt6h
plcb1
colec11
dhx8
ltk
cd93
nuak1
acsbg1
ttc38
psme4
rpia
opn1sw
phox2b
ap1m2
bcap29
rpa4
exosc4
ptpru
nars2
psmb8
calml3
galns
tcn2
nr3c1
atp6v0a2
fanca
dhx35
prr11
cul4b
slurp1
dennd5b
prdm2
lcn2
cxcl10
sec14l3
stil
nova2
stk38
lilrb1
gtf3c1
taf4
furin
dcakd
usp32
rnf17
kl
slc10a1
fbxl8
slc52a2
nit2
nutf2
cltcl1
znf550
slc22a5
mxra5
ptpn7
atp8b2
myh3
trpm4
rpl19
cdc6
nckap1l
ms4a5
farp2
epx
dnajb6
dnajb12
ero1a
gpr31
eif3d
tpsg1
thrap3
stau1
cdv3
kcnmb1
hla_f
adgrv1
mtarc1
plp2
rsl1d1
mctp2
capn5
tbx19
upk1b
aasdhppt
llgl1
tmem9b
aste1
jmjd1c
slc26a10
phf20
rfx1
galnt1
anos1
plcb2
usp36
prss21
apod
itih3
snrpa
rdx
il19
osbpl1a
slc25a40
xk
hook1
ogt
ogdhl
ucp1
prkacb
krt85
slc35a2
cd40
stat6
gdpd2
