Genes
phf20l1
spdl1
acads
cd3e
tpm4
helz
sucla2
tnfaip1
lgals3bp
wdr74
hcrtr1
scn3b
mms19
ccdc90b
osbpl9
melk
ctps1
fbxo31
rpl26l1
igfbp1
pskh1
cdk5rap3
pdpr
spag4
myo9a
smpdl3b
slc16a10
med31
tas2r10
znf268
oas3
pnma3
psmd9
amhr2
abhd17a
kcnd2
phka2
eef1d
mrps2
evx1
inpp1
eps8l2
rdh8
cdkn2c
metap2
il18bp
cdkn1b
fam135a
prdx1
tnpo3
prcp
mad1l1
znf287
dpysl4
st8sia4
thap3
nup37
mfap5
rhd
dennd5a
anxa11
tmem109
krit1
prrx2
cnbp
akr1d1
epas1
unc45a
suox
kit
itga9
dpm1
tjp3
adrb1
lman1
col17a1
arid3b
gpr4
nup133
mdh1
map3k8
stim1
rem1
slc38a7
prrg4
qpctl
gabpa
vash1
wdfy3
dmac2
malt1
pomt1
coro7
pacs1
rragb
glmn
casp10
pdia6
matk
cma1
tra2a
ints5
rnf6
slc12a5
znf23
st14
smu1
snta1
pfkfb2
scd
nrxn2
socs5
iqsec1
il17ra
nme3
lhx1
arntl
glrx3
b3gat3
gphn
ggh
ppa2
id3
klhl4
slc39a1
mios
n4bp2l2
ssb
lonrf1
ilf3
pzp
rsph6a
cadm4
krt6b
oxsr1
prune1
mapk3
wwp1
alpl
gmeb1
rapgef6
calcoco2
slco1c1
sstr5
myo19
slc12a9
dnal4
ptprb
srpk1
il16
sema3e
mfsd9
znf669
rbm6
mep1b
cxcr4
ube2a
psd4
fgf4
exoc3
hnrnpu
elovl4
snx2
ap4e1
abcc5
trem1
znf510
znf331
abraxas2
tent4a
sos1
derl2
setd1a
f12
txndc9
lamp3
higd1a
cd55
il32
smad4
clcnkb
cst5
pik3cg
zbtb25
urb2
ccl2
h1_10
herpud1
htr3b
cntnap2
ppef1
phf10
fam8a1
csf2
cartpt
pum3
acadm
ogfrl1
myl3
znf219
mical1
taf7l
ascl1
tox4
cacng5
slc17a1
akap8
pcsk7
fhod1
or12d2
rpl36
rdh16
pik3ip1
anapc13
mctp1
gpatch1
lhfpl6
snrnp70
recql5
f2rl1
cxxc1
ralgps2
f9
vapb
slc2a5
palld
prkx
taok2
tmc6
dpp3
ctnnal1
cdr1
myoc
erc2
itga5
rps6ka4
slc25a14
dcp1a
plekho1
ppp2r1a
npat
efna3
abca4
pigq
zbed4
ireb2
ctnnbip1
chmp6
pofut2
znf549
sox15
gtf2h1
c1qb
ptpre
slc35b1
lrrc19
igf1r
mybl2
sqle
pgrmc1
cebpg
tfpi
fetub
cnot1
cldn15
dus4l
paqr3
scnn1a
mdfi
atg10
ivns1abp
wdr6
znf160
tmbim4
bclaf1
ptprm
cdc25b
pnliprp1
dnm2
mis12
slc43a3
cab39l
grsf1
fut7
atp5f1d
clip3
dclre1b
dixdc1
tsnax
asb8
tle4
dpep2
clic4
phc3
pafah1b3
gps1
htr1d
kif3c
gja1
lats1
hla_e
marcks
srsf7
rbm12
kcnq2
atp6v1a
wipf1
hnrnpc
cacna1s
polr2i
manba
ca2
il11ra
pex6
gna11
mcur1
adss2
herc6
hpx
cxcl9
dennd1c
ahcyl2
coq2
rmdn3
ntf3
nkx3_1
fpr2
ubl3
ss18l1
alg13
ncoa4
eno2
tfdp2
cln5
tagln
tmem126b
ccnc
acsl5
ints8
nfs1
gzmm
adap1
cspg4
rab11fip3
snph
hla_dob
myo1f
rpl32
ttc17
ndufb11
setmar
dpysl2
spag5
ube2z
elk4
spsb3
cobl
lck
tfcp2l1
znf211
ackr3
chmp1b
clpx
ctsd
plcb2
stk19
ncam1
chd4
gp1ba
ltn1
alpp
mark4
cox15
mtch1
naa10
s1pr2
enc1
trim33
heatr3
ubxn4
smarca2
nars2
map2k6
cavin2
tnk2
rc3h1
mt1e
il10
cda
ifi35
ttpa
snap23
psma4
gpatch4
diras2
tub
strn3
rgs17
haus2
tubb3
map7d1
jak3
wdhd1
vegfb
pole
sptan1
coq10b
lrrc42
klhl22
znf813
mybbp1a
gnl1
ccr6
hoxb13
sorbs2
plod2
ica1
hsp90aa1
gfpt1
hoxb1
sf3b1
chpf
adat1
ppp2r3c
irf3
sorl1
sec22a
bcap31
pex2
maob
dnaaf1
taf5
stau2
man1b1
inpp5d
kng1
kat7
tnfrsf25
tmem140
top3a
ifit3
prkar1a
cldn8
pop7
osbpl3
hivep2
crem
prdm11
sox5
irf7
stub1
ifi6
kiaa0895
htr6
jmjd1c
smyd2
krt2
ak2
vldlr
mmp11
p2rx1
tmem161a
aga
map3k11
rnf24
dcbld2
cdc42bpb
dct
ptk2b
cyp20a1
cobll1
cyp2b6
ptgs2
armc6
gcnt2
efr3a
cenpt
kcnc3
lrrc8b
nnat
fnbp1l
ccdc22
ssr1
ric3
stam2
sumo1
tlr3
ifna16
raly
slc2a8
foxa2
abcb9
rbm4b
clcn3
mon2
atrn
nap1l2
arhgef15
chic2
nox1
fam107a
calcr
myh1
pik3r1
meltf
rcbtb1
tekt2
ubr2
sipa1l3
sec61a1
mapkapk2
atp6v0a2
slc35e3
atg13
bnip3l
zscan16
ceacam7
tspan1
dbf4b
olah
hesx1
tmem100
pgm5
arih2
erp44
chst1
rtn4
znf234
grk2
ptpn22
sntb2
tcf12
sugp2
ccr1
snrk
ppp1r16b
hyal4
pus7
ddx1
nol8
prkag1
dock3
syncrip
cab39
mterf3
mbtd1
ncapd3
ipp
zbtb14
irx4
kifbp
cep350
atf3
rab13
dop1b
hirip3
stat5b
eif3l
mknk2
lmnb2
larp6
usp11
impdh2
ly6h
atp8b1
pitrm1
azin1
icam3
sec11a
thap1
pgk1
gnai3
rap1b
vps35
ccdc9
dyrk1a
ahdc1
ensa
hars1
cabp2
klhdc10
evl
spo11
nckap1
cyp24a1
wdr4
klf11
setdb1
lrfn3
crabp1
ctdp1
znf239
pcnx2
hspb1
tusc2
sfswap
dnah9
rrad
plpbp
gsr
irak1
ide
synj1
dnajb9
nin
dhx29
tmem40
crnkl1
tbx3
hoxb7
chga
arhgef5
arl14
pelp1
vps4b
sfxn1
mtmr14
rcl1
irf9
rnf40
ms4a4a
surf1
nup42
cby1
apobec3f
rab31
hoxa5
trim10
lgals13
cdc25a
rnmt
znf358
bpnt2
arhgef3
semg2
cib2
rfx1
znf484
mmd
jtb
kcnk2
cd1c
pigg
icos
rnft2
slc15a1
lpcat1
brd4
gfus
ldlrap1
ly6e
msh3
hnrnpa0
npy
tsc1
mid2
krt85
ilkap
slc2a4
dync1li2
sema3d
lep
apobec3c
tbl1x
vegfa
tuba4a
glul
erlin2
upf2
klhl21
prkab1
ash2l
sqor
nup50
ergic2
xaf1
shmt2
kdm8
calb2
kdm4b
taf12
fn3krp
gcnt3
sigmar1
gypb
nudt1
capn7
upf1
serinc3
psors1c1
vrk1
mrfap1l1
rpl14
aff2
ppa1
s100a13
ppcs
ddost
arhgap44
lactb2
atp1b3
slc4a2
meox2
pigf
cyp4f2
polg
tdg
psmb2
znrd2
pcolce2
cbx6
tor1a
ankrd40
mrpl3
gatad1
dctn5
med20
ndufb6
nol11
bax
mrpl19
stx7
pgm3
mospd1
cdkl5
gal3st4
tia1
rmi1
znf334
med18
ndufs4
cmas
cldn16
atp2a1
nyx
slc22a1
mdfic
pawr
dyrk1b
ptpn4
postn
stt3a
sh3glb2
snap29
rwdd2a
ppfibp2
ankrd36
ptms
padi3
slc66a3
plscr4
maoa
rnf7
sprr1a
nup160
epha7
polr2b
cript
rreb1
lrrc2
id2
nup54
oxr1
lum
serpina4
pja1
pi4k2a
agpat5
mmrn2
eloa2
ccdc106
thoc7
kremen2
eya4
setd2
rad51d
naa60
wif1
atp5pb
treml2
nkg7
brca2
kcnk15
clca3p
tars1
grb10
vhl
cxcr1
ecm2
impact
ikzf2
rhot2
gch1
ralgps1
cdk9
tbl1y
osgepl1
nrl
pabpc1
tnfrsf11a
agap2
ccdc92
carhsp1
defb1
pappa
gdpd5
ypel1
lefty1
stau1
nle1
esrrg
atg12
myo1d
slc2a4rg
fmo4
arid3a
gpnmb
rnf123
bex3
rbms3
cd79a
sh2b1
kpna6
dnaja2
cxcl5
ndufb5
itpk1
pdss1
fam89b
noc4l
plod1
tmem176a
znf419
cep164
cfp
scgb2a2
crat
rnf114
ercc6
prb4
cd1b
tmem19
rgs10
trim15
tnnt3
htatip2
spast
znf354a
prnp
tm4sf4
fkbp3
tm9sf4
atp10a
arl4a
srsf1
mzf1
usp14
atp2c1
etfb
nsa2
rock2
rwdd1
mettl7a
tssc4
pggt1b
msmo1
klhl25
dnajb12
mapkapk5
prkcsh
lcmt1
deptor
cyp26b1
znf493
edem3
pidd1
cct3
dgkq
anapc5
gabarapl1
rpa4
nvl
agpat2
olfm1
plbd1
fcho1
mogs
sfrp4
tinagl1
tmem14a
skp2
avpi1
grm3
rab7a
limk2
gli1
cldn14
slc4a1ap
cib1
rtn1
il26
cops7b
chst2
anpep
padi2
axin1
lpar6
serpine2
slitrk3
hcfc1r1
casp8
mrpl46
clic3
qsox1
tlr8
tax1bp1
tmem135
atf5
pdgfd
znf556
krt33b
tyk2
zfp64
psmf1
ikbkb
ankh
dpp6
mutyh
aup1
myo1e
grk6
tnip3
tlr4
depdc1
rpap1
grpr
whrn
psme1
hspb3
bcl2a1
slc2a10
abcd4
col5a2
pcnt
hla_dpa1
ykt6
hmga1
purg
cel
pcnp
morn1
ypel5
adgrb1
smg7
rin3
nap1l3
fanci
blvra
slc2a11
ampd1
bcl11a
ndufa8
sco2
nme6
cdc34
gmip
sf3b2
amd1
atp1b1
trdn
serping1
anapc10
dhfr
il2rg
fcmr
olfm4
cops3
c1galt1
wdr47
stk17a
ndufa1
fgf23
h2ac6
slco5a1
slc6a1
pnkp
dnajc7
tarbp2
hmga2
spint2
slc30a10
dapk2
diaph2
trim8
arfip1
or52a1
atp6v1e1
atp6v1b2
ankra2
adgrv1
tll2
ccl24
phgdh
s1pr5
anxa1
snapc4
actr6
orai3
gad1
znf221
sc5d
rap1gap2
rcan3
phc2
nudt2
utp6
slbp
nosip
drg2
aplp1
slc20a1
ins
tcp10l3
tada2a
med4
tkfc
tollip
fcf1
ddx3x
gon4l
pla2g2f
sfrp5
rab5b
gdnf
tfg
parp3
lrpprc
setbp1
med15
slc5a7
ccdc121
sac3d1
kcns1
ier3ip1
ambp
dgat1
selplg
lig4
ndufb1
cdk16
dusp3
rab33a
cep152
arid1a
rpusd2
tsn
ncbp1
galnt10
ptpn12
nphp1
plin2
caprin1
mmp9
oas1
fxyd5
cenpo
p2rx6
tufm
glt8d2
zfand3
hbe1
amt
rab9a
tril
bmp8b
plekha4
scand1
adam12
fastkd3
slc38a2
itsn1
ankfy1
txk
ubr4
ppl
parp12
dazap2
gns
hs3st3b1
smr3a
zc3hav1
sdf2
atp6v0a1
cd82
nfe2
sypl1
serinc2
mef2c
ppp1r8
vps37c
nucb1
gpr15
elf5
supt6h
trak1
tcl6
esm1
dagla
gart
chd7
pum2
ca3
xpo1
osgin2
usp1
cln3
scn8a
tas2r8
eloa
sart1
hmg20b
ccl18
sgsm2
nup85
cul1
b4galt3
myo1a
slc25a15
pglyrp1
stam
ihh
kank3
nampt
morf4l1
pdgfc
adam8
pde8b
ahi1
slc17a7
tyr
mapk4
sh3bp1
cdh13
ace
ubl4a
gpr65
pus3
nell1
uqcrfs1
lrrc17
map3k6
usp8
ppp2r5a
cxcl8
rexo2
mtr
serpina6
znf639
ephx1
capza2
mrpl18
piezo2
pcdhgc3
cyp2w1
btn3a3
adgre2
mccc2
slc25a38
fam118a
cenpa
xrcc1
chrna2
mogat2
npff
habp2
tmsb10
cxcl11
pick1
ccdc28a
srd5a1
drd2
sord
diras3
phkg2
tarbp1
opa3
pde6a
rasgrp1
arl3
epb41l5
cspp1
rbm38
map3k5
rhoh
gnly
fshb
parp2
prdm4
stip1
sec24c
thada
cdyl
kpna4
tesk1
syk
aven
ddx4
pard6a
cdkl3
mthfd1
khdrbs1
sts
thap7
pex19
drap1
trim21
armc9
aatf
cdx2
sft2d2
psmc6
znf197
vpreb1
nppb
krt35
xpc
ccl5
col4a6
cfb
pnpla6
rnf17
chordc1
prkra
hsd17b3
chrna6
grm2
cpb1
mrps31
sh3tc1
ca7
cd5
slc25a23
glp2r
oprk1
s100a2
abt1
serpina10
pde6c
dcstamp
foxm1
tmprss5
mycbp2
grb7
rtn3
chst3
adamdec1
prkag2
nat9
snrnp40
znf205
calcoco1
dsg3
ep300
abcg2
mboat7
pdzd7
alox12
aimp1
ppp3cb
lmod1
etfdh
eral1
anxa6
nudt21
slc24a3
stx10
polr3b
hecw1
astn2
hacd1
krt14
or7a17
myh8
tst
msh6
znf671
gjc2
pus1
znhit1
trafd1
tor1aip1
slc1a6
hrk
zc3h15
pcmtd2
isg20l2
dbt
itpka
acaa1
zbtb7a
atrx
yipf4
erg
kdm3b
sgsh
nr1h2
arhgef10l
dmtf1
aldoc
pcnx1
micb
pex11a
bckdhb
pou1f1
s100b
tspan2
lsm2
rundc3b
klhl7
slc48a1
ttll1
nos1ap
cwf19l1
aif1
diaph1
pitpnc1
arsl
col9a1
gabrb3
zfand5
fxn
fdps
actr3
arhgap11a
ankrd12
add1
pla2g1b
st6galnac4
gmfb
fcn3
nox3
tbca
asxl2
tank
mmp8
cpsf7
nt5dc3
hspe1
znf580
eif4g3
znf835
znf343
serpinb8
itgb1
nbea
psmb3
dexi
sos2
ptgds
dyrk2
arglu1
maz
ubb
h2ac17
mpdu1
nfkbie
pnpla4
caly
apcs
cldn4
ppfia4
ndufb8
trim9
cd27
csf2rb
ndst1
aurka
cpne6
rgs3
sst
kdelr3
znf428
wdr59
pias4
mrtfa
dennd1a
htra1
erbb2
mpg
cops8
calu
hif1a
unc93b1
gmnn
sox4
dock9
lrch4
h2az1
plxnb1
ssx3
sectm1
rab40c
pafah1b1
yif1a
bicral
rb1
adh1b
plk2
bet1
macrod1
coil
slc44a4
ndrg4
cyp4a11
cacna1b
pigp
asxl1
prdm1
thoc5
thra
calml4
linc00652
baz1b
psmd10
tro
nrgn
akr7a2
aplp2
map2k5
nol6
dnah2
guca1b
gins2
utrn
exoc7
hspb8
tob2
st18
ppp4r3b
ctsb
ppp1cb
cdc25c
alkbh1
slc1a5
cuta
uqcrc2
erc1
zbtb5
gmpr2
prrx1
socs6
fezf2
gpatch2
cldn3
adra1b
hnmt
esyt1
vps8
rapgef1
tubgcp4
plcb1
mlh3
lama2
pnn
cald1
copg1
mphosph8
dlgap2
chmp1a
efna4
pds5b
gtpbp3
ppp3ca
stk16
eif3e
clu
slc5a6
card14
znf146
cited1
h2bc17
sh3bgrl
sec31a
rasgrp3
ccpg1
tomm34
il13ra1
nol9
fbn2
hcfc2
adam19
ampd3
dchs2
galnt11
scamp3
hnrnpk
pak1ip1
gdi1
ptprd
ccdc28b
uxs1
il5ra
plekhg3
asnsd1
med16
cubn
matn2
unc50
ppp1cc
ncstn
adipor2
tgfb2
siglec9
rps15
pola1
ppm1f
kctd17
tnik
sp110
gpc3
fabp1
lama1
mkrn2
eci2
ro60
apoh
wdr18
ctbp1
gnao1
pccb
med8
mfn1
lipe
evi5
cyb561
slc9a8
mcf2
dnajc4
dgka
acox2
sparcl1
sfi1
sult2a1
phb2
pik3cb
mto1
ddx56
gria4
bak1
pgbd5
ddx49
ube2e3
znf34
dhx34
dctpp1
ranbp10
golim4
etfa
tcerg1
pum1
ptgir
pgls
clstn3
cyp46a1
mmp27
prmt1
uba52
ctsz
sstr2
acap2
ndufb7
rhcg
baiap2l2
s100a11
il37
acvrl1
gfi1
kif14
kmt2a
fip1l1
itih2
tpm3
hsp90ab1
pcdh8
ahsa1
rtn2
pex10
scrib
kctd5
katna1
entpd6
ccn4
flnb
ccl27
grb14
slc17a6
puf60
slc27a6
nr1h3
wdr55
ctdsp2
map3k19
crybb3
spats2l
lsamp
bfsp1
sipa1l1
rasip1
ptprh
tbc1d4
tmx1
znf574
ubqln4
rorb
cox7a1
plscr1
kcna10
cdv3
utp18
rps4y1
safb
ffar2
pdk2
ccr7
papss1
focad
zfand1
brix1
nfic
kcnj8
nedd8
slc2a1
ltb4r
ctrc
vps33b
ermp1
angptl3
tnfsf14
atp1b2
ereg
mecom
ubn1
lamp2
pi4kb
gulp1
specc1l
slc22a8
abr
gak
cdc42ep1
ndufs1
snu13
ddah2
srrt
fnbp1
aamp
mapk8ip1
amelx
abca7
mettl5
nipal2
copz1
ptbp2
yeats2
wsb1
xiap
commd3
ufm1
copb1
itgav
cd2ap
lpin1
sh2b3
mfap2
tspo
supt5h
zfyve26
det1
dcun1d2
tmem39a
acd
cldn5
znf280a
hif1an
smndc1
adgrf1
tbx6
fbxo38
slc11a2
psma3
mcm3ap
ephb2
actr8
ncoa2
znf432
kmt5b
ube2q1
cnot9
usp25
chn1
cdh2
psmc2
lrrn2
clstn1
arpc5
trps1
rbm10
guca2b
tk1
ifi27
pkn1
ccdc70
nox5
rpl15
lrfn4
adam11
tes
xpa
pmaip1
nqo2
wipi1
palmd
polr3c
tbx4
mtmr4
gtf2f2
camlg
sem1
ttyh1
sult1e1
rpe65
ckmt2
scn2a
mmp3
fam13c
rras2
nrg1
vezt
rpp38
trpc4ap
